Categoria,Nombre,URL
5,EDUCADO,https://drive.google.com/file/d/1tngzZIvy5xsc7VeOji6c43PAtJGzHLh5/preview?usp=drivesdk
2,DIBUJAR,https://drive.google.com/file/d/1Paydd6WmQ04YUKYlECATNNQMMFgedJ-S/preview?usp=drivesdk
2,PINTAR,https://drive.google.com/file/d/14ar287rFgTGrIPVEVLDG1YgoG5w9JYzr/preview?usp=drivesdk
5,ACOMPAÑAR,https://drive.google.com/file/d/1jJ8Q_Vt91PKKD_A7eATyxrReCTAxWUEs/preview?usp=drivesdk
5,PROPINA,https://drive.google.com/file/d/1YpK71DXOeM1D-BSaVelMpxQFtC-QfSoT/preview?usp=drivesdk
2,VIOLETA,https://drive.google.com/file/d/1spFXhxBIHKa7gypwHCpnL5xfBM9E2LY2/preview?usp=drivesdk
2,ROSA,https://drive.google.com/file/d/1uiTm5ZJvZLTtVwJEdKm_6hi3KtBykbwA/preview?usp=drivesdk
2,OSCURO,https://drive.google.com/file/d/1K_zmuXZZ8MKa_M9tBznGOtMELDJVYPF2/preview?usp=drivesdk
2,NARANJA,https://drive.google.com/file/d/1SRXlMu4x1J1DLXUNqxmfPv7ofYIze0Nd/preview?usp=drivesdk
2,MARRON,https://drive.google.com/file/d/1hc_QWuNydo9BpQ4fRHZLBVxo9ewxUPjg/preview?usp=drivesdk
2,GRIS,https://drive.google.com/file/d/14ExGdNRhTE49OFuvIiQkb_35X0vCcN7R/preview?usp=drivesdk
5,PERDON,https://drive.google.com/file/d/1ct3HPoOsobeXF544dACPc9GfrJfxEXMG/preview?usp=drivesdk
5,REGALAR,https://drive.google.com/file/d/1AitazebPHvjCjCunXsIKFSOSlx0nEcfU/preview?usp=drivesdk
2,NEGRO,https://drive.google.com/file/d/1vkfKs8kEa2YYQJ4CCLm2zyi04wfQHe-A/preview?usp=drivesdk
2,CLARO,https://drive.google.com/file/d/1CzgveZVTCvwp_B8ivftmcYAYkI2zYPsc/preview?usp=drivesdk
2,CELESTE,https://drive.google.com/file/d/1tUVooU2l0cAfqw39PqnN5bVlUOqlB4mB/preview?usp=drivesdk
5,SALUDOS,https://drive.google.com/file/d/17VF9qj4fsVCtSGq-Z8ET-zMwDSKyQfJZ/preview?usp=drivesdk
2,BLANCO,https://drive.google.com/file/d/1qE4UIGzHhyf5NCb-y7ChsDj3aSQxz74Z/preview?usp=drivesdk
5,POR_FAVOR,https://drive.google.com/file/d/1JOd8uKqwG0_Vf1B0WE__J3nYlWl755a4/preview?usp=drivesdk
2,AZUL,https://drive.google.com/file/d/1e-vw2hOxGfWyVTc7xVr9iO5oI1W-33Ok/preview?usp=drivesdk
2,COLORES,https://drive.google.com/file/d/14LzJ6x6GKomKtK84wv8M9y8ZBGkR4Mx9/preview?usp=drivesdk
5,PERMISO,https://drive.google.com/file/d/1golKOqvEO05AIIuvr-xn0DpMXIimrXRM/preview?usp=drivesdk
2,ROJO,https://drive.google.com/file/d/1Qd90Awd6kbyGblpWDWmi9A2AEXRoBzZ4/preview?usp=drivesdk
2,AMARILLO,https://drive.google.com/file/d/1M-VtoyHwstrx_OCR-eXju7YvLnoES4Fl/preview?usp=drivesdk
5,NO,https://drive.google.com/file/d/1CZds7_5myw0Cy-ahXPAUoy7dxFEOzHOS/preview?usp=drivesdk
2,BRILLANTE,https://drive.google.com/file/d/1OtvPAzHKu1a6YHgt_4c46QCCRho9fHOj/preview?usp=drivesdk
5,SI,https://drive.google.com/file/d/1GCRCvN7ZIySJX3WcjyLrw05kKJlyozDW/preview?usp=drivesdk
5,MAL,https://drive.google.com/file/d/1dTdhFmu4XfTsEXUmURWdj6zpvP7JxFsh/preview?usp=drivesdk
5,GRACIAS,https://drive.google.com/file/d/1V6mP5u5hjcwZC4nwB42fOimvEi18eR0D/preview?usp=drivesdk
5,DE_NADA,https://drive.google.com/file/d/1flpemd2R8ezTOHjX0oJPtaHaM0ZLtt6M/preview?usp=drivesdk
5,CHAU,https://drive.google.com/file/d/1p4i7QOaSBEvG0F_k27sVoM6do5tJdQnO/preview?usp=drivesdk
5,HOLA,https://drive.google.com/file/d/1Duxs0vaDA1apjtqd-oGKnHBjeNRs9wUT/preview?usp=drivesdk
8,CONTESTAR,https://drive.google.com/file/d/1I-xwgHEUKcOEebVqO8FnPsU8Iye1hXFq/preview?usp=drivesdk
8,PREGUNTAR,https://drive.google.com/file/d/1Z2RHLaayEpwr8o89WlAj2j3USR3nd718/preview?usp=drivesdk
8,QUIEN,https://drive.google.com/file/d/1TVxvqffFKC7UruXiiU4YFUG5yEKEslEo/preview?usp=drivesdk
8,QUE,https://drive.google.com/file/d/1MGRouEslkZ1B0wwhZur4u5EQJbCCYnH3/preview?usp=drivesdk
7,NOVIO,https://drive.google.com/file/d/1kRbgmZ3s_4uzaD4INW5GtTNfRiqiA8XG/preview?usp=drivesdk
7,NENE,https://drive.google.com/file/d/1QdSEEeKzmFfPQDLjqb_foZETaaNRc9EW/preview?usp=drivesdk
8,POR_QUE,https://drive.google.com/file/d/1EyEfMVfmxXVopNciHrQ-AJsyQMDTq5zJ/preview?usp=drivesdk
8,PARA_QUE,https://drive.google.com/file/d/1wTfNQb37aaMboLx9L53qgxUYbPfaSEcq/preview?usp=drivesdk
7,PERSONA,https://drive.google.com/file/d/1t9PzEgeqT7bqyyebE62RDizpk8sbJcRg/preview?usp=drivesdk
7,AMIGO,https://drive.google.com/file/d/1jxBo8YSFnT0zRop9XgJ3cDCkC0Pjaa_C/preview?usp=drivesdk
8,DONDE,https://drive.google.com/file/d/1_aP-vpVhdLuFPr_lP9G5X5GNIJnvZI0T/preview?usp=drivesdk
7,HERMANO,https://drive.google.com/file/d/1XFXI-2an0IbcSPh9mTUIYMGsS9dDoVuP/preview?usp=drivesdk
8,CUANTOS_AÑOS_TENES,https://drive.google.com/file/d/142MidB5Xbw1MXeCe943EqhGfawNcsRn4/preview?usp=drivesdk
7,PAPA,https://drive.google.com/file/d/1lmRtKnirj8KsDDDtorMwosBRo_ZsALs7/preview?usp=drivesdk
7,MAMA,https://drive.google.com/file/d/1RWWuysnQL9lRgwRzNx0GaBbcOUXlC0sH/preview?usp=drivesdk
7,EL,https://drive.google.com/file/d/1-GmSAxiKmavVdCDCCS2nQo9rKnNhArK0/preview?usp=drivesdk
8,CUANTO,https://drive.google.com/file/d/1OfjuGLv4-p395XLf5ZKfARwohgYRQXRG/preview?usp=drivesdk
7,VOS,https://drive.google.com/file/d/1h2b6Re1vxawlUpAw0LqP_QtkJ6r1Zx9w/preview?usp=drivesdk
7,YO,https://drive.google.com/file/d/13E_WMUF8myoIG4CjwvS3I_TsuuNgL6jm/preview?usp=drivesdk
7,ABUELO,https://drive.google.com/file/d/1nkfiJfKX5C5ZpKelmpmNhekQh5FF38N_/preview?usp=drivesdk
8,CUANDO,https://drive.google.com/file/d/1coaLf1mYsTuXsKLf4aVT7PZx71InQuom/preview?usp=drivesdk
7,CUMPLEAÑOS,https://drive.google.com/file/d/1auvImXSpNdj8k8RDaD-wFmYrF_0E53ty/preview?usp=drivesdk
8,CUAL,https://drive.google.com/file/d/1CxaExpVpcNlMLLM6S_FVd8nmCV12Vsxm/preview?usp=drivesdk
7,OYENTE,https://drive.google.com/file/d/1L2Xm4nDfelYumh8tMC3vATBQcankwVZF/preview?usp=drivesdk
7,SORDO,https://drive.google.com/file/d/1jJKXmkCMmD3b16mFIf874dPomFScSnTa/preview?usp=drivesdk
7,HIJO,https://drive.google.com/file/d/1dJtLGRj7QDDAgDQ9GkXGVy21AC6nw_9F/preview?usp=drivesdk
8,COMO_ESTAS,https://drive.google.com/file/d/11kdGyM5Ds24Ii9YcwTwnBgzzJAgr4wKa/preview?usp=drivesdk
7,HOMBRE,https://drive.google.com/file/d/1ic0dbDFuPJ1Cbh52F9bjDTP59QRWPx2T/preview?usp=drivesdk
7,MUJER,https://drive.google.com/file/d/10YX0TsGzL_4yR6X24WAbofo0MoHbFQT4/preview?usp=drivesdk
7,APELLIDO,https://drive.google.com/file/d/1ZorcNfyt3X3taeEePEg1HKx3Ry80URV1/preview?usp=drivesdk
7,NOMBRE,https://drive.google.com/file/d/1qG1o7bUAya1g5FcpLciRY1AQz5rgInAn/preview?usp=drivesdk
8,COMO,https://drive.google.com/file/d/1ol3ab315zi7WbV8tL_VFf2pJqXWs1iQg/preview?usp=drivesdk
2,VERDE,https://drive.google.com/file/d/1CMHsP8uLLESiR-hDfWqqBjX7UaCKVKU_/preview?usp=drivesdk
1,B,https://drive.google.com/file/d/1Fo6V_2P5dAJDVnOoK1Ui0WkPZ1QlNjnR/preview?usp=drivesdk
2,ROJO,https://drive.google.com/file/d/1gEUvtXeI8sC0YLcAEZbPB3kHKgFx4TC-/preview?usp=drivesdk
2,VERDE,https://drive.google.com/file/d/10ASK1ywxFOqwxUWqGVE-H0z9nxugkCGV/preview?usp=drivesdk
ABECEDARIO,A,https://drive.google.com/file/d/1btkiJvh8mlfA0PmV14crOQfOiejbcHEv/preview?usp=drivesdk
